date,value
2016-09-14,379.19
2016-09-15,378.65
2016-09-16,383.03
2016-09-17,384.04
2016-09-18,383.66
2016-09-19,382.53
2016-09-20,387.6
2016-09-21,382.84
2016-09-22,373.99
2016-09-23,377.7
2016-09-24,394.7
2016-09-25,387.21
2016-09-26,370.85
2016-09-27,364.84
2016-09-28,357.88
2016-09-29,382.02
2016-09-30,386.48
2016-10-01,392.4
2016-10-02,410.2
2016-10-03,390.8
2016-10-04,405.53
2016-10-05,419.25
2016-10-06,457.09
2016-10-07,429.72
2016-10-08,371.31
2016-10-09,374.82
2016-10-10,363.63
2016-10-11,347.03
2016-10-12,352.73
2016-10-13,352.97
2016-10-14,343.37
2016-10-15,331.77
2016-10-16,334
2016-10-17,329.05
2016-10-18,340.53
2016-10-19,348.05
2016-10-20,350.91
2016-10-21,357.83
2016-10-22,359.98
2016-10-23,358.63
2016-10-24,359.22
2016-10-25,359.86
2016-10-26,364.35
2016-10-27,385.05
2016-10-28,388.58
2016-10-29,392.65
2016-10-30,390.08
2016-10-31,393.94
2016-11-01,395.16
2016-11-02,385.48
2016-11-03,398.81
2016-11-04,402.23
2016-11-05,411.7
2016-11-06,397.23
2016-11-07,379.43
2016-11-08,367.19
2016-11-09,375.07
2016-11-10,382.73
2016-11-11,354.36
2016-11-12,339.25
2016-11-13,345.13
2016-11-14,341.8
2016-11-15,364.49
2016-11-16,377.69
2016-11-17,385.5
2016-11-18,391.38
2016-11-19,390.98
2016-11-20,385.21
2016-11-21,401.02
2016-11-22,406.62
2016-11-23,414.94
2016-11-24,423.52
2016-11-25,436.11
2016-11-26,441.56
2016-11-27,406.92
2016-11-28,412.43
2016-11-29,423.3
2016-11-30,427.83
2016-12-01,456.86
2016-12-02,468.17
2016-12-03,475.64
2016-12-04,478.62
2016-12-05,479.85
2016-12-06,482.12
2016-12-07,479.63
2016-12-08,482.35
2016-12-09,487.47
2016-12-10,477.38
2016-12-11,489.83
2016-12-12,488.07
2016-12-13,488.6
2016-12-14,490.64
2016-12-15,493.93
2016-12-16,481.71
2016-12-17,482.99
2016-12-18,485.31
2016-12-19,504.88
2016-12-20,509.31
2016-12-21,511.69
2016-12-22,516.16
2016-12-23,520.71
2016-12-24,512.69
2016-12-25,508.22
2016-12-26,512.89
2016-12-27,514.3
2016-12-28,521.48
2016-12-29,531.9
2016-12-30,518.28
2016-12-31,485.71
2017-01-01,499.37
2017-01-02,520.19
2017-01-03,521.48
2017-01-04,518.18
2017-01-05,546.24
2017-01-06,573.03
2017-01-07,576.95
2017-01-08,591.51
2017-01-09,594.46
2017-01-10,592.47
2017-01-11,598.12
2017-01-12,591.1
2017-01-13,587.49
2017-01-14,589.87
2017-01-15,591.95
2017-01-16,589.15
2017-01-17,594.91
2017-01-18,597.92
2017-01-19,586.24
2017-01-20,585.12
2017-01-21,588.38
2017-01-22,594.57
2017-01-23,598.94
2017-01-24,602.09
2017-01-25,607.07
2017-01-26,620.43
2017-01-27,624.43
2017-01-28,624.3
2017-01-29,624.09
2017-01-30,628.56
2017-01-31,629.17
2017-02-01,629.21
2017-02-02,626.29
2017-02-03,623.09
2017-02-04,625.14
2017-02-05,627.34
2017-02-06,634.73
2017-02-07,636.66
2017-02-08,632.09
2017-02-09,626.12
2017-02-10,627
2017-02-11,626.7
2017-02-12,637.16
2017-02-13,638.65
2017-02-14,633.22
2017-02-15,648.43
2017-02-16,650.77
2017-02-17,656.68
2017-02-18,657.86
2017-02-19,645.15
2017-02-20,604.08
2017-02-21,604.47
2017-02-22,600.12
2017-02-23,581.63
2017-02-24,583.6
2017-02-25,596.97
2017-02-26,603.21
2017-02-27,606
2017-02-28,599.46
2017-03-01,599.75
2017-03-02,612.24
2017-03-03,615.88
2017-03-04,610.89
2017-03-05,608.72
2017-03-06,592.94
2017-03-07,601.27
2017-03-08,615.14
2017-03-09,638.11
2017-03-10,657.04
2017-03-11,659.62
2017-03-12,657.7
2017-03-13,658.88
2017-03-14,656.94
2017-03-15,661.37
2017-03-16,663.53
2017-03-17,668.56
2017-03-18,674.11
2017-03-19,665.5
2017-03-20,671.51
2017-03-21,624.72
2017-03-22,618.46
2017-03-23,577.1
2017-03-24,578.62
2017-03-25,589.52
2017-03-26,588.39
2017-03-27,576.48
2017-03-28,525.17
2017-03-29,541.96
2017-03-30,525.36
2017-03-31,494.37
2017-04-01,491.44
2017-04-02,447.56
2017-04-03,449.77
2017-04-04,451.98
2017-04-05,450.66
2017-04-06,449.8
2017-04-07,446.66
2017-04-08,441.98
2017-04-09,442.26
2017-04-10,455.34
2017-04-11,455.77
2017-04-12,452.69
2017-04-13,448.4
2017-04-14,446.13
2017-04-15,448.04
2017-04-16,440.97
2017-04-17,439.77
2017-04-18,449.4
2017-04-19,457.93
2017-04-20,460.61
2017-04-21,451.1
2017-04-22,451.64
2017-04-23,447.53
2017-04-24,459.33
2017-04-25,464.54
2017-04-26,500.3
2017-04-27,500.46
2017-04-28,493.25
2017-04-29,503.22
2017-04-30,510.57
2017-05-01,510.87
2017-05-02,503.56
2017-05-03,498.6
2017-05-04,533.52
2017-05-05,542.38
2017-05-06,519
2017-05-07,469.75
2017-05-08,427.4
2017-05-09,439.61
2017-05-10,429.77
2017-05-11,443.37
2017-05-12,455.73
2017-05-13,457.42
2017-05-14,462.56
2017-05-15,466.32
2017-05-16,463.57
2017-05-17,454.65
2017-05-18,449.56
2017-05-19,495.05
2017-05-20,495.34
2017-05-21,483.02
2017-05-22,492.37
2017-05-23,504.86
2017-05-24,526.02
2017-05-25,580.56
2017-05-26,590.03
2017-05-27,585.44
2017-05-28,586.56
2017-05-29,570.24
2017-05-30,572.55
2017-05-31,604.59
2017-06-01,609.75
2017-06-02,622
2017-06-03,622.39
2017-06-04,632.68
2017-06-05,637.52
2017-06-06,639.14
2017-06-07,639.53
2017-06-08,644.2
2017-06-09,648.03
2017-06-10,638.42
2017-06-11,644.76
2017-06-12,643.95
2017-06-13,635.14
2017-06-14,665.34
2017-06-15,669.77
2017-06-16,674.28
2017-06-17,696.22
2017-06-18,702.91
2017-06-19,570.48
2017-06-20,573.38
2017-06-21,584.14
2017-06-22,594.05
2017-06-23,603.8
2017-06-24,541.38
2017-06-25,607.61
2017-06-26,639.91
2017-06-27,614.48
2017-06-28,582.96
2017-06-29,627.73
2017-06-30,631.77
2017-07-01,645.76
2017-07-02,656.95
2017-07-03,665.1
2017-07-04,661.84
2017-07-05,691.72
2017-07-06,657.99
2017-07-07,672.9
2017-07-08,712.46
2017-07-09,703.71
2017-07-10,712.27
2017-07-11,721.82
2017-07-12,783.2
2017-07-13,819.81
2017-07-14,837.32
2017-07-15,840.17
2017-07-16,826.48
2017-07-17,844.72
2017-07-18,853.52
2017-07-19,831.87
2017-07-20,830.5
2017-07-21,836.87
2017-07-22,832.5
2017-07-23,893
2017-07-24,897.02
2017-07-25,861.45
2017-07-26,822.43
2017-07-27,851.57
2017-07-28,870.15
2017-07-29,881.2
2017-07-30,886.39
2017-07-31,870.96
2017-08-01,841.49
2017-08-02,842.91
2017-08-03,866.16
2017-08-04,872.81
2017-08-05,855.69
2017-08-06,861.29
2017-08-07,928.52
2017-08-08,921.48
2017-08-09,871.19
2017-08-10,864.36
2017-08-11,870.68
2017-08-12,965.74
2017-08-13,1017.12
2017-08-14,952.4
2017-08-15,859.51
2017-08-16,834.15
2017-08-17,820.31
2017-08-18,775.35
2017-08-19,760.58
2017-08-20,766.6
2017-08-21,748.61
2017-08-22,747.06
2017-08-23,777.51
2017-08-24,777.75
2017-08-25,682.7
2017-08-26,684.39
2017-08-27,680.91
2017-08-28,666.74
2017-08-29,654.27
2017-08-30,729.16
2017-08-31,707.23
2017-09-01,679.32
2017-09-02,754.83
2017-09-03,882.25
2017-09-04,886.16
2017-09-05,904.65
2017-09-06,941.79
2017-09-07,901.94
2017-09-08,1001.58
2017-09-09,997.23
2017-09-10,921.93
2017-09-11,802.51
2017-09-12,854.64
2017-09-13,1042.38
2017-09-14,1154.36
2017-09-15,1156.12
2017-09-16,1096
2017-09-17,1055.42
2017-09-18,1133.08
2017-09-19,1156.14
2017-09-20,1146.97
2017-09-21,1077.56
2017-09-22,1001.96
2017-09-23,928.54
2017-09-24,810.68
2017-09-25,807.36
2017-09-26,844.97
2017-09-27,780.85
2017-09-28,733.4
2017-09-29,599.65
2017-09-30,806.11
2017-10-01,703.78
2017-10-02,500.58
2017-10-03,450.26
2017-10-04,437.89
2017-10-05,425.9
2017-10-06,414.05
2017-10-07,362.81
2017-10-08,351.27
2017-10-09,350.7
2017-10-10,370.82
2017-10-11,338.66
2017-10-12,304.17
2017-10-13,263
2017-10-14,250.66
2017-10-15,231.01
2017-10-16,215.05
2017-10-17,207.76
2017-10-18,206.65
2017-10-19,205.18
2017-10-20,209.16
2017-10-21,204.79
2017-10-22,198.62
2017-10-23,196.44
2017-10-24,188.41
2017-10-25,198.87
2017-10-26,217.42
2017-10-27,213.62
2017-10-28,196.27
2017-10-29,184.82
2017-10-30,174.91
2017-10-31,177.48
2017-11-01,155.96
2017-11-02,147.42
2017-11-03,152.23
2017-11-04,145.39
2017-11-05,144.12
2017-11-06,138.66
2017-11-07,135.66
2017-11-08,131.81
2017-11-09,131.5
2017-11-10,131.75
2017-11-11,127.47
2017-11-12,130.27
2017-11-13,129.66
2017-11-14,130.44
2017-11-15,130.09
2017-11-16,123.63
2017-11-17,133.59
2017-11-18,134.63
2017-11-19,138.35
2017-11-20,140.61
2017-11-21,135.63
2017-11-22,134.74
2017-11-23,134.93
2017-11-24,129.69
2017-11-25,127.46
2017-11-26,132.72
2017-11-27,133.94
2017-11-28,128.61
2017-11-29,135.62
2017-11-30,131.77
2017-12-01,133.2
2017-12-02,132.76
2017-12-03,132.72
2017-12-04,131.44
2017-12-05,135.85
2017-12-06,137.58
2017-12-07,136.08
2017-12-08,137.83
2017-12-09,129.74
2017-12-10,129.06
2017-12-11,124.72
2017-12-12,125.94
2017-12-13,127.34
2017-12-14,131.44
2017-12-15,144.5
2017-12-16,138.34
2017-12-17,146.5
2017-12-18,145.81
2017-12-19,140.89
2017-12-20,135.75
2017-12-21,123.7
2017-12-22,127.32
2017-12-23,127.24
2017-12-24,122.75
2017-12-25,122.99
2017-12-26,121.39
2017-12-27,122
2017-12-28,123.5
2017-12-29,124.91
2017-12-30,123.01
2017-12-31,123.06
2018-01-01,114.69
2018-01-02,113.75
2018-01-03,112.3
2018-01-04,113.25
2018-01-05,115
2018-01-06,109.35
2018-01-07,108
2018-01-08,105.19
2018-01-09,103.9
2018-01-10,105.75
2018-01-11,106.75
2018-01-12,106.75
2018-01-13,107.38
2018-01-14,107.77
2018-01-15,105.95
2018-01-16,105.78
2018-01-17,108
2018-01-18,108
2018-01-19,111.34
2018-01-20,107.99
2018-01-21,102.5
2018-01-22,100.58
2018-01-23,97
2018-01-24,97.47
2018-01-25,97.33
2018-01-26,95.99
2018-01-27,96.82
2018-01-28,92
2018-01-29,91.95
2018-01-30,93.1
2018-01-31,95.2
2018-02-01,98.8
2018-02-02,99.97
2018-02-03,99.86
2018-02-04,101.9
2018-02-05,98.7
2018-02-06,98.25
2018-02-07,104
2018-02-08,90.28
2018-02-09,87
2018-02-10,78.3
2018-02-11,80
2018-02-12,74.56
2018-02-13,75
2018-02-14,80
2018-02-15,83.11
2018-02-16,90.98
2018-02-17,92.3
2018-02-18,97.66
2018-02-19,98.12
2018-02-20,99.99
2018-02-21,101.74
2018-02-22,104
2018-02-23,105.49
2018-02-24,106.47
2018-02-25,108.33
2018-02-26,108.8
2018-02-27,109.96
2018-02-28,114.99
2018-03-01,114.3
2018-03-02,110.22
2018-03-03,111.11
2018-03-04,102.21
2018-03-05,101.6
2018-03-06,103.7
2018-03-07,104.7
2018-03-08,110.3
2018-03-09,111.79
2018-03-10,109.6
2018-03-11,110.1
2018-03-12,108.99
2018-03-13,111.42
2018-03-14,119
2018-03-15,123.1
2018-03-16,123.47
2018-03-17,123.84
2018-03-18,122.5
2018-03-19,129.4
2018-03-20,129.78
2018-03-21,129.9
2018-03-22,132.25
2018-03-23,132.59
2018-03-24,130.58
2018-03-25,135.47
2018-03-26,136
2018-03-27,133.22
2018-03-28,133.85
2018-03-29,126.93
2018-03-30,124
2018-03-31,123
2018-04-01,123.62
2018-04-02,124.5
2018-04-03,125.25
2018-04-04,125.3
2018-04-05,118.76
2018-04-06,115.81
2018-04-07,119.8
2018-04-08,118.7
2018-04-09,117.45
2018-04-10,118.68
2018-04-11,122
2018-04-12,113.46
2018-04-13,115.78
2018-04-14,113.44
2018-04-15,124.66
2018-04-16,118.8
2018-04-17,115
2018-04-18,108.13
2018-04-19,125.6
2018-04-20,139.89
2018-04-21,146.93
2018-04-22,147.49
2018-04-23,135.98
